Drug Name,SMILES,logS,Number of Nodes,Number of Edges,Number of Edge Attributes,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,drugbank_id,Drug Type,chembl
TAC 101,C[Si](C)(C)C1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)O)[Si](C)(C)C,-4.9532906937990475,26,27,3,1,385.61200000000014,2,2,5,66.4,,Non-Drug,CHEMBL32994
TAK 779,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2.[Cl-],-4.868981377552899,38,41,3,0,531.1400000000003,1,5,6,38.33,,Non-Drug,CHEMBL41275
TAK 779,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2,-2.682399241474977,37,41,3,1,495.6870000000003,1,5,6,38.33,,Non-Drug,CHEMBL41275
TAK-875,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,-5.397629016564931,37,40,3,1,524.6350000000003,1,4,11,99.13,,Non-Drug,CHEMBL1829174
TAK-875,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C.O,-2.9681235128896857,38,40,3,0,542.6500000000003,1,4,11,130.63,,Non-Drug,CHEMBL2047159
TAK-875,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,-5.661345444776545,37,40,3,1,524.6350000000003,1,4,11,99.13,,Non-Drug,CHEMBL2163923
TALC,O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,-2.700896511915996,19,11,1,0,379.26300000000015,0,0,0,219.26999999999995,,Non-Drug,CHEMBL3989756
TALC,O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,-3.3572825408703437,18,11,1,1,361.2480000000001,0,0,0,187.76999999999995,,Non-Drug,CHEMBL3990276
TANGERETIN,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,-2.9894339726827663,27,29,3,1,372.3730000000001,0,3,6,76.36000000000001,,Non-Drug,CHEMBL73930
TANSHINONE,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,-5.736518741535352,21,24,3,1,276.291,0,4,0,47.28,,Non-Drug,CHEMBL363535
TANSHINONE,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,-6.84065675405641,22,25,3,1,294.35,0,4,0,47.28,,Non-Drug,CHEMBL187266
TANSHINONE II A SODIUM SULFONATE,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+],-6.324268719058238,27,29,3,0,396.3960000000001,0,4,1,104.47999999999999,,Non-Drug,CHEMBL1473252
TAURODEOXYCHOLIC ACID,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,-6.784106488343329,34,37,2,1,499.71400000000034,4,4,7,123.93,,Non-Drug,CHEMBL412272
TAUROLITHOCHOLIC ACID 3-SULFATE,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C,-5.665135537423731,37,40,2,1,563.7790000000003,3,4,9,147.07,,Non-Drug,CHEMBL270493
TBC 3214,CC1=CC(=C(C(=C1)C(=O)C)NC(=O)C2=C(C=CS2)S(=O)(=O)NC3=C(C(=NO3)C)Cl)C,-0.3315128200032271,30,32,3,1,467.9560000000002,2,3,6,118.37,,Non-Drug,CHEMBL19950
TEBUCONAZOLE,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,-1.9455986414328246,21,22,2,1,307.825,1,2,5,50.94,,Non-Drug,CHEMBL487186
TECASTEMIZOLE,C1CNCCC1NC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,-4.0742119686109906,24,27,2,1,324.403,2,4,4,41.88,,Non-Drug,CHEMBL61301
TEICOPLANIN,CO,-5.65992457825439,2,1,1,1,32.042,1,0,0,20.23,,Non-Drug,CHEMBL14688
TEICOPLANIN,CCCCCC=CCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,-0.831351960619453,132,145,3,1,1877.6640000000014,24,16,19,662.4100000000001,,Non-Drug,CHEMBL1908353
TEICOPLANIN,C1C2C(=O)NC(C3=CC(=CC(=C3)OC4=C(C=CC(=C4)C(C(=O)N2)N)O)O)C(=O)NC5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)C(C8C(=O)NC(C9=C(C(=CC(=C9)O)O)C2=C(C=CC(=C2)C(C(=O)N8)NC5=O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl,-1.7996019408061166,85,95,3,1,1198.9350000000002,15,13,1,407.21999999999997,,Non-Drug,CHEMBL2348244
TEICOPLANIN,CC(C)CCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,-0.549646411129574,132,145,3,1,1879.6800000000012,24,16,19,662.4100000000001,,Non-Drug,CHEMBL4297112
TEICOPLANIN,CC(=O)NC1C(C(C(OC1OC2C3C(=O)NC(C4=C(C(=CC(=C4)O)OC5C(C(C(C(O5)CO)O)O)O)C6=C(C=CC(=C6)C(C(=O)N3)NC(=O)C7C8=CC(=C(C(=C8)OC9=C(C=C2C=C9)Cl)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)OC1=C(C=C(CC2C(=O)NC(C3=CC(=CC(=C3)OC3=C(C=CC(=C3)C(C(=O)N2)N)O)O)C(=O)N7)C=C1)Cl)O)C(=O)O)CO)O)O,-4.445054369015894,124,137,3,1,1767.4640000000006,24,16,12,662.4100000000002,,Non-Drug,CHEMBL2367892
TEMPO,CC1(CCCC(N1O)(C)C)C,-6.054503759022888,11,11,1,1,157.257,1,1,0,23.47,,Non-Drug,CHEMBL117747
TEMPO,CC1(CCCC(N1[O])(C)C)C,0.19441686885893716,11,11,1,1,156.249,0,1,0,23.14,,Non-Drug,CHEMBL606971
TEMPOL,CC1(CC(CC(N1O)(C)C)O)C,-6.389572143774295,12,12,1,1,173.256,2,1,0,43.7,,Non-Drug,CHEMBL117649
TEMPOL,CC1(CC(CC(N1[O])(C)C)O)C,-2.5771882625968905,12,12,1,1,172.24800000000002,1,1,0,43.370000000000005,,Non-Drug,CHEMBL607023
TEPHROSIN,CC1(C=CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)C,-5.3607896195591085,30,34,3,1,410.4220000000002,1,5,2,83.45000000000002,,Non-Drug,CHEMBL241806
TEPOXALIN,CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,-3.9588668282477952,27,29,3,1,385.85100000000017,1,3,6,67.59,,Non-Drug,CHEMBL316040
TERAMEPROCOL,CC(CC1=CC(=C(C=C1)OC)OC)C(C)CC2=CC(=C(C=C2)OC)OC,-2.1699305687480637,26,27,2,1,358.47800000000007,0,2,9,36.92,,Non-Drug,CHEMBL492149
TERAMEPROCOL,CC(CC1=CC(=C(C=C1)OC)OC)C(C)CC2=CC(=C(C=C2)OC)OC,1.970107773023031,26,27,2,1,358.47800000000007,0,2,9,36.92,,Non-Drug,CHEMBL90983
TERBUFOS,CCOP(=S)(OCC)SCSC(C)(C)C,-0.09480946087194742,15,14,2,1,288.44,0,0,7,18.46,,Non-Drug,CHEMBL1406292
TERT-BUTYLCATECHOL,CC(C)(C)C1=CC(=C(C=C1)O)O,-2.4732585685536135,12,12,2,1,166.22,2,1,0,40.46,,Non-Drug,CHEMBL220845
TERT-BUTYLHYDROPEROXIDE,CC(C)(C)OO,0.8342935737810997,6,5,1,1,90.12199999999999,1,0,0,29.46,,Non-Drug,CHEMBL348399
TERUTROBAN,CC1=C(C2=C(CC(CC2)NS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1)CCC(=O)O,-4.20823295897212,27,29,3,1,407.9190000000001,2,3,6,83.47,,Non-Drug,CHEMBL29240
TERUTROBAN,CC1=C(C2=C(CC(CC2)NS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1)CCC(=O)O,-0.680525447075877,27,29,3,1,407.9190000000001,2,3,6,83.47,,Non-Drug,CHEMBL2107786
TESAGLITAZAR,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,-6.293543737469547,28,29,3,1,408.47200000000015,1,2,11,99.13000000000001,,Non-Drug,CHEMBL282686
TESAGLITAZAR,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,-1.5125113522651663,28,29,3,1,408.47200000000015,1,2,11,99.13000000000001,,Non-Drug,CHEMBL3188513
TESTOSTERONE UNDECANOATE,CCCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1.5457877753109486,33,36,2,1,456.71100000000035,0,4,10,43.370000000000005,,Non-Drug,CHEMBL2107067
TETRABROMOBISPHENOL A,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,-4.03255306685355,21,22,2,1,543.875,2,2,2,40.46,,Non-Drug,CHEMBL184450
TETRACHLOROBENZOQUINONE,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,-2.146694478820269,12,12,2,1,245.876,0,1,0,34.14,,Non-Drug,CHEMBL192627
TETRACHLORODIBENZODIOXIN,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,-2.144246851549358,18,20,2,1,321.97399999999993,0,3,0,18.46,,Non-Drug,CHEMBL30327
TETRACHLOROETHYLENE,C(=C(Cl)Cl)(Cl)Cl,-6.011814841538551,6,5,2,1,165.834,0,0,0,0.0,,Non-Drug,CHEMBL114062
TETRACHLOROISOPHTHALONITRILE,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,0.5022050933789997,14,14,3,1,265.914,0,1,0,47.58,,Non-Drug,CHEMBL468167
TETRACYCLINE CMT-3,C1C2CC3=C(C(=CC=C3)O)C(=C2C(=O)C4(C1CC(=O)C(=C4O)C(=O)N)O)O,-0.5865262210939228,27,30,3,1,371.345,5,4,1,158.14999999999998,,Non-Drug,CHEMBL2104970
TETRADECANOYLPHORBOL ACETATE,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C,0.1548097349807369,44,47,2,1,616.8360000000004,3,4,15,130.36,,Non-Drug,CHEMBL279115
TETRAFLUOROETHYLENE,C(=C(F)F)(F)F,-6.607489886915807,6,5,2,1,100.01400000000001,0,0,0,0.0,,Non-Drug,CHEMBL541730
TETRAHYDROPAPAVEROLINE,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC(=C(C=C3)O)O,-3.69296228744333,21,23,2,1,287.315,5,3,2,92.95,,Non-Drug,CHEMBL19068
TETRALIN,C1CCC2=CC=CC=C2C1,-2.3876630933486798,10,11,2,2,132.20599999999996,0,2,0,0.0,,Non-Drug,CHEMBL1575635
TETRAMETHRIN,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,-5.41674333397821,24,26,2,1,331.41200000000015,0,3,4,63.68,,Non-Drug,CHEMBL1892154
TETRAMETHRIN,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,-4.119020178179221,24,26,2,1,331.41200000000015,0,3,4,63.68,,Non-Drug,CHEMBL1788386
TETRAMETHYLPYRAZINE,CC1=C(N=C(C(=N1)C)C)C,-5.1081664856650475,10,10,2,1,136.198,0,1,0,25.78,,Non-Drug,CHEMBL303697
TETRAMETHYLPYRAZINE,CC1=C(N=C(C(=N1)C)C)C.Cl,-4.655304980996483,11,10,2,0,172.65900000000002,0,1,0,25.78,,Non-Drug,CHEMBL1939729
TETRAMETHYLTHIOUREA,CN(C)C(=S)N(C)C,-2.4254890764285584,8,7,2,1,132.232,0,0,0,6.48,,Non-Drug,CHEMBL12214
TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-6.612971763324306,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL367260
TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-1.5113963154613135,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL176045
TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-4.75872108472044,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL445477
TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-6.192476096486981,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL449690
TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-0.1523354422769856,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL504757
TG 003,CCN1C2=C(C=CC(=C2)OC)SC1=CC(=O)C,-5.099089763479595,17,18,3,1,249.33499999999995,0,2,3,29.54,,Non-Drug,CHEMBL408982
TGX 221,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,-0.6756684650409701,27,30,3,1,364.44900000000024,1,4,4,58.870000000000005,,Non-Drug,CHEMBL1972466
THAPSIGARGIN,CCCCCCCC(=O)OC1C2C(=C(C1OC(=O)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O,-5.507988923046028,46,48,2,1,650.7620000000003,2,3,13,171.95999999999998,,Non-Drug,CHEMBL96926
THAPSIGARGIN,CCCCCCCC(=O)OC1C2C(=C(C1OC(=C)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O,0.3449842122906581,46,48,2,1,648.7900000000003,2,3,14,154.89,,Non-Drug,CHEMBL1967755
THIAMETHOXAM,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,-1.0850020096445228,18,19,3,1,291.72,0,2,3,84.1,,Non-Drug,CHEMBL3186997
THIAMETHOXAM,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,-2.761233543318415,18,19,3,1,291.72,0,2,3,84.1,,Non-Drug,CHEMBL1896251
"THIENO(2,3-C)ISOQUINOLIN-5-ONE",C1=CC=C2C(=C1)C3=C(NC2=O)SC=C3,-3.3804508673409877,14,16,2,1,201.25,1,3,0,32.86,,Non-Drug,CHEMBL3108871
THIOACETAMIDE,COP(=O)(OC)OC=C(Cl)Cl,-2.379687208617521,11,10,2,1,220.976,0,0,4,44.760000000000005,,Non-Drug,CHEMBL167911
THIOACETAMIDE,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],1.784528402209494,13,13,3,1,185.183,1,1,3,81.19,,Non-Drug,CHEMBL498847
THIOACETAMIDE,C(=S)(N)N,-0.5730318371927847,4,3,2,1,76.12400000000001,2,0,0,52.04,,Non-Drug,CHEMBL260876
THIOACETAMIDE,CC(=S)N,-1.945124642472356,4,3,2,1,75.13600000000001,1,0,0,26.02,,Non-Drug,CHEMBL38737
THIODICARB,CC(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)SC,-4.666247238051341,21,20,2,1,354.47900000000004,0,0,4,83.8,,Non-Drug,CHEMBL2251595
THIODICARB,CC(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)SC,-2.8170171292587014,21,20,2,1,354.47900000000004,0,0,4,83.8,,Non-Drug,CHEMBL1864989
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,-5.892698654792306,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL410968
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,-1.9786675152993762,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL1981887
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,1.5158696456457292,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL4303577
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,-0.6957098702811706,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL468719
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,-2.8676164183758726,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL2303629
THIOSTREPTON,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,-6.113222568805625,114,123,3,1,1664.9219999999998,17,10,12,562.7399999999999,,Non-Drug,CHEMBL4303485
THIOUREA,C(=S)(N)N,-5.066770888047884,4,3,2,1,76.12400000000001,2,0,0,52.04,,Non-Drug,CHEMBL260876
THIOUREA,C1=C(C=C(C=C1Cl)Cl)NC(=S)N,-3.6314182194951674,12,12,3,1,221.11200000000002,2,1,1,38.05,,Non-Drug,CHEMBL1461007
THIRAM,CN(C)C(=S)SSC(=S)N(C)C,-6.335193530851723,12,11,2,1,240.44400000000002,0,0,0,6.48,,Non-Drug,CHEMBL120563
THROMBOXANE A2,CCCCCC(C=CC1C(C2CC(O2)O1)CC=CCCCC(=O)O)O,0.21006005717985232,25,26,2,1,352.4710000000001,2,3,12,75.99000000000001,,Non-Drug,CHEMBL157628
THROMBOXANE B2,CCCCCC(C=CC1C(C(CC(O1)O)O)CC=CCCCC(=O)O)O,0.5613174193732746,26,26,2,1,370.48600000000016,4,1,12,107.22,,Non-Drug,CHEMBL1552426
THUNBERGINOL B,C1=CC(=C(C=C1C2=CC3=CC(=CC(=C3C(=O)O2)O)O)O)O,-0.5897955329101912,21,23,3,1,286.239,4,3,1,111.13000000000001,,Non-Drug,CHEMBL70501
"THYMIC FACTOR, CIRCULATING",CC(C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C1CCC(=O)N1,-2.8228855258097445,60,60,2,1,858.864,15,1,28,451.8599999999999,,Non-Drug,CHEMBL2106455
THYMOQUINONE,CC1=CC(=O)C(=CC1=O)C(C)C,-0.41422198777289587,12,12,2,1,164.20399999999998,0,1,1,34.14,,Non-Drug,CHEMBL1672002
TIAPRIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,-6.956564531687175,22,22,3,1,328.43400000000014,1,1,8,75.71000000000001,,Non-Drug,CHEMBL84158
TIAPRIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,0.36666587194755795,23,22,3,0,364.89500000000015,1,1,8,75.71000000000001,,Non-Drug,CHEMBL1256772
TIMOSAPONIN AIII,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,-1.4161813637460678,52,59,1,1,740.9280000000003,7,8,6,196.98999999999998,,Non-Drug,CHEMBL504012
TINUVIN,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,-5.919150983800374,17,19,2,1,225.251,1,3,1,50.94,,Non-Drug,CHEMBL1564747
TINUVIN,CC1=CC(=C(C(=C1)N2N=C3C=CC(=CC3=N2)Cl)O)C(C)(C)C,-5.28855025499505,22,24,2,1,315.8040000000001,1,3,1,50.94,,Non-Drug,CHEMBL1880325
TIOPRONIN,CC(C(=O)NCC(=O)O)S,-2.101842604296621,10,9,2,1,163.198,3,0,3,66.4,,Non-Drug,CHEMBL1314
TIOPRONIN,CC(C(=O)NCC(=O)O)S,-2.779950809812153,10,9,2,1,163.198,3,0,3,66.4,,Non-Drug,CHEMBL2106444
TOCOPHEROLS,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,-5.590226695353139,30,31,2,1,416.6900000000003,1,2,12,29.46,,Non-Drug,CHEMBL420898
"TOCOTRIENOL, DELTA",CC1=CC(=CC2=C1OC(CC2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O,-6.51790614980573,29,30,3,1,396.6150000000001,1,2,9,29.46,,Non-Drug,CHEMBL121305
"TOLUENE 2,4-DIISOCYANATE",CC1=C(C=C(C=C1)N=C=O)N=C=O,-6.4221220905723815,13,13,3,1,174.159,0,1,2,58.86,,Non-Drug,CHEMBL1086446
TORBAFYLLINE,CCOCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(C)(C)O,-5.476337326756742,24,25,3,1,338.40800000000013,1,2,8,91.28000000000002,,Non-Drug,CHEMBL2104934
TOSYLPHENYLALANYL CHLOROMETHYL KETONE,CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl,-3.410667748169299,23,24,3,1,351.85500000000013,1,2,7,63.24,,Non-Drug,CHEMBL60718
"TRANS-1,4-BIS(2-CHLOROBENZAMINOMETHYL)CYCLOHEXANE DIHYDROCHLORIDE",C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl.Cl.Cl,0.1674238998354589,28,28,2,0,464.30800000000005,2,3,8,24.06,,Non-Drug,CHEMBL3775982
"TRANS-1,4-BIS(2-CHLOROBENZAMINOMETHYL)CYCLOHEXANE DIHYDROCHLORIDE",C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl,0.1408753007744652,26,28,2,1,391.3860000000001,2,3,8,24.06,,Non-Drug,CHEMBL1513392
TRANS-PHYTOL,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,-2.371369234740011,21,20,2,1,296.539,1,0,13,20.23,,Non-Drug,CHEMBL1644111
TRANS-PHYTOL,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,-3.8810829597594734,21,20,2,1,296.539,1,0,13,20.23,,Non-Drug,CHEMBL390773
TRIACETIN,CC(=O)OCC(COC(=O)C)OC(=O)C,1.859495502714264,15,14,2,1,218.20499999999998,0,0,5,78.9,,Non-Drug,CHEMBL1489254
TRIBROMOETHANOL,C(C(Br)(Br)Br)O,-6.64932949505846,6,5,1,1,282.757,1,0,0,20.23,,Non-Drug,CHEMBL1697852
TRIBUTYLHEXADECYLPHOSPHONIUM BROMIDE,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],0.7426940099001067,30,28,1,0,507.6660000000004,0,0,24,0.0,,Non-Drug,CHEMBL110738
TRIBUTYLHEXADECYLPHOSPHONIUM BROMIDE,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.09461115679202425,29,28,1,1,427.7620000000004,0,0,24,0.0,,Non-Drug,CHEMBL110738
TRIBUTYLTIN,C1=CC=C(C=C1)C=CC(=O)O,-0.7006631190475288,11,11,3,1,148.16099999999997,1,1,2,37.3,,Non-Drug,CHEMBL27246
TRIBUTYRIN,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,0.1421575951536278,21,20,2,1,302.367,0,0,11,78.9,,Non-Drug,CHEMBL118722
